State,Year,Consumption.Commercial.Coal,Consumption.Commercial.Distillate Fuel Oil,Consumption.Commercial.Geothermal,Consumption.Commercial.Hydropower,Consumption.Commercial.Kerosene,Consumption.Commercial.Petroleum,Consumption.Commercial.Natural Gas,Consumption.Commercial.Solar,Consumption.Commercial.Wind,Consumption.Commercial.Wood
Mississippi,1990,2,2330,21,0,34,5583,18121,0,0,1000
Mississippi,1991,2,2666,30,0,35,5160,18282,0,0,1044
Mississippi,1992,6,2242,38,0,50,5098,18888,0,0,1101
Mississippi,1993,0,1601,47,0,34,4288,19642,0,0,1022
Mississippi,1994,0,2207,96,0,15,5352,19828,0,0,979
Mississippi,1995,0,1850,113,0,42,4265,20324,0,0,988
Mississippi,1996,0,2312,146,0,31,5253,22877,0,0,1026
Mississippi,1997,1,1920,163,0,72,4677,22861,0,0,653
Mississippi,1998,0,2127,217,0,37,4731,22469,0,0,570
Mississippi,1999,0,1512,217,0,247,4524,21053,0,0,599
Mississippi,2000,0,1516,217,0,46,6151,22607,0,0,641
Mississippi,2001,0,1930,250,0,58,7016,22059,0,0,555
Mississippi,2002,0,1525,272,0,46,4944,21985,0,0,568
Mississippi,2003,0,2590,372,0,249,5890,23759,0,0,591
Mississippi,2004,0,1204,421,0,52,3952,22764,0,0,578
Mississippi,2005,0,1121,494,0,43,3974,21479,0,0,776
Mississippi,2006,0,1163,528,0,32,3573,19899,0,0,720
Mississippi,2007,0,6575,560,0,25,8741,21376,0,0,765
Mississippi,2008,0,3675,603,0,10,6014,20734,0,0,807
Mississippi,2009,0,3777,694,0,3,6149,19523,0,0,779
Mississippi,2010,0,3386,783,0,8,5701,21593,0,0,769
Mississippi,2011,0,3799,571,0,4,6068,20581,4,0,740
Mississippi,2012,0,3660,741,0,2,5691,18111,4,0,648
Mississippi,2013,0,3332,741,0,3,5703,19729,13,0,751
Mississippi,2014,0,4030,741,0,5,6409,22816,14,0,783
Mississippi,2015,0,3752,741,0,3,7985,20235,14,0,204
Mississippi,2016,0,3892,741,0,4,8161,18628,40,0,225
Mississippi,2017,0,4172,741,0,3,8364,18262,58,0,145
Mississippi,2018,0,3866,741,0,3,7673,21582,63,0,221
Mississippi,2019,0,3142,741,0,5,7207,20492,69,0,228
Montana,1969,161,1914,0,0,755,4108,16576,0,0,55
Montana,1970,107,1650,0,0,533,4066,19158,0,0,52
Montana,1971,197,2628,0,0,442,4480,18688,0,0,49
Montana,1972,144,2887,0,0,437,5103,19727,0,0,48
Montana,1973,177,3272,0,0,476,5252,19686,0,0,44
Montana,1974,165,3587,0,0,363,5453,16933,0,0,44
Montana,1975,151,3893,0,0,308,5922,19013,0,0,58
Montana,1976,122,4276,0,0,230,6191,18050,0,0,60
Montana,1977,32,4072,0,0,287,6014,16819,0,0,73
Montana,1978,224,4344,0,0,266,6548,17742,0,0,92
Montana,1979,168,4464,0,0,96,6062,17168,0,0,114
Montana,1980,244,2013,0,0,0,3214,14397,0,0,62
Montana,1981,116,2214,0,0,0,3201,13840,0,0,81
Montana,1982,132,1069,0,0,0,2362,16146,0,0,79
Montana,1983,130,6433,0,0,1,8644,13624,0,0,85
Montana,1984,86,5445,0,0,1,6777,14308,0,0,85
Montana,1985,110,4499,0,0,2,6161,14805,0,0,92
Montana,1986,298,2176,0,0,39,3368,12511,0,0,104
Montana,1987,108,1585,0,0,0,2660,11183,0,0,57
Montana,1988,125,1055,0,0,0,2092,12327,0,0,63
Montana,1989,827,1119,54,0,1,2279,13385,0,0,147
Montana,1990,856,898,54,0,1,2068,12490,0,0,196
Montana,1991,665,955,54,0,1,1879,13215,0,0,204
Montana,1992,313,815,54,0,1,1615,11818,0,0,215
Montana,1993,170,993,54,0,5,1535,14125,0,0,245
Montana,1994,61,928,54,0,5,1474,13289,0,0,234
Montana,1995,185,593,54,0,1,1066,13893,0,0,237
Montana,1996,72,1331,54,0,3,1873,15266,0,0,246
Montana,1997,1320,941,54,0,1,1134,14342,0,0,317
Montana,1998,91,663,54,0,1,809,13288,0,0,276
Montana,1999,45,826,144,0,0,1191,12378,0,0,291
Montana,2000,43,830,150,0,0,1658,13858,1,0,311
Montana,2001,49,1145,150,0,0,1984,13537,1,0,184
Montana,2002,49,799,150,0,4,1664,15013,1,0,188
Montana,2003,32,1004,161,0,14,3127,15470,1,0,196
Montana,2004,1761,1713,161,0,16,3080,13756,1,0,192
Montana,2005,2419,948,167,0,42,2660,13662,2,0,968
Montana,2006,2302,1248,155,0,0,2648,13405,5,0,898
Montana,2007,30,1011,143,0,1,2301,13443,6,0,954
Montana,2008,283,1323,121,0,8,3061,14569,7,0,1007
Montana,2009,243,840,125,0,0,1825,23833,7,0,449
Montana,2010,183,604,126,0,2,1805,20703,8,0,444
Montana,2011,238,711,150,0,2,1978,22693,7,0,427
Montana,2012,120,614,144,0,0,2130,19685,16,0,374
Montana,2013,30,602,144,0,0,1871,21686,21,0,433
Montana,2014,23,492,144,0,0,2098,22096,21,0,452
Montana,2015,53,306,144,0,0,2541,20144,24,0,1587
Montana,2016,34,742,144,0,0,3116,22038,30,0,1970
Montana,2017,47,669,144,0,0,2805,24342,39,0,1985
Montana,2018,66,552,144,0,0,3640,27441,52,0,2168
Montana,2019,40,502,144,0,0,2940,29174,63,0,2030
North Carolina,1969,5768,9010,0,0,1415,16673,25162,0,0,442
North Carolina,1970,4568,9911,0,0,1357,17986,22049,0,0,385
North Carolina,1971,4501,9430,0,0,1289,18050,26963,0,0,358
North Carolina,1972,4745,10250,0,0,1097,19468,24739,0,0,347
North Carolina,1973,6016,10181,0,0,933,18352,23659,0,0,332
North Carolina,1974,6291,8583,0,0,734,16019,21526,0,0,339
North Carolina,1975,6077,8307,0,0,662,15400,22004,0,0,397
North Carolina,1976,4888,9296,0,0,715,17671,20403,0,0,459
North Carolina,1977,4046,9782,0,0,665,18489,18651,0,0,530
North Carolina,1978,4286,8481,0,0,598,17074,20790,0,0,615
North Carolina,1979,2882,10793,0,0,420,19257,24439,0,0,716
North Carolina,1980,3299,9744,0,0,669,21186,26480,0,0,573
North Carolina,1981,2752,7822,0,0,255,16384,26680,0,0,451
North Carolina,1982,3145,5157,0,0,187,13260,25712,0,0,672
North Carolina,1983,2673,17080,0,0,534,25889,25520,0,0,472
North Carolina,1984,2393,20089,0,0,766,34239,27064,0,0,622
North Carolina,1985,3779,17231,0,0,1388,27936,25880,0,0,679
North Carolina,1986,2979,15705,0,0,974,25545,26315,0,0,764
North Carolina,1987,3123,19523,0,0,779,29316,30940,0,0,703
North Carolina,1988,3983,20586,0,0,1457,31864,33437,0,0,776
North Carolina,1989,3009,15225,0,0,1000,26916,34174,0,0,1806
North Carolina,1990,3150,13412,0,254,443,24677,32280,0,0,1279
North Carolina,1991,2017,12280,0,255,529,21465,35411,0,0,1335
North Carolina,1992,4179,11104,0,253,261,20443,37657,0,0,1408
North Carolina,1993,4697,11719,0,128,286,21001,38681,0,0,2510
North Carolina,1994,5579,12681,0,161,1929,23594,40344,0,0,2404
North Carolina,1995,4898,13648,0,150,834,23232,38602,0,0,2426
North Carolina,1996,4494,16435,0,134,1012,28776,41929,0,0,2520
North Carolina,1997,4273,16652,0,159,1163,28073,39400,0,0,2424
North Carolina,1998,4761,15037,0,137,1477,26936,37919,0,0,2117
North Carolina,1999,3565,12578,0,102,1047,23862,39379,0,0,2226
North Carolina,2000,2722,15588,0,106,1326,27983,44438,0,0,2382
North Carolina,2001,2850,18014,0,17,1091,30168,40220,1,0,1704
North Carolina,2002,2881,11589,0,86,537,22313,41671,1,0,1745
North Carolina,2003,2867,12743,0,64,1527,30772,46137,1,0,1817
North Carolina,2004,7853,9774,0,169,954,29513,46994,1,0,1776
North Carolina,2005,3482,9711,0,178,919,29598,49447,1,0,2471
North Carolina,2006,2663,8537,0,119,566,25734,47931,2,0,2292
North Carolina,2007,1024,8685,0,73,404,22657,46952,5,0,2435
North Carolina,2008,6692,7855,0,75,211,24852,50009,39,0,2569
North Carolina,2009,5527,10470,0,134,169,28081,52637,49,0,2376
North Carolina,2010,5070,9448,0,113,371,22837,57213,58,0,2346
North Carolina,2011,4349,8780,0,96,151,17913,50574,146,0,2258
North Carolina,2012,3343,8591,0,108,50,17365,49651,381,0,1978
North Carolina,2013,3569,5517,0,138,57,14039,56053,1007,0,2292
North Carolina,2014,3954,7073,0,138,126,17572,61436,1325,0,2388
North Carolina,2015,3875,7383,0,102,58,28020,57052,1333,0,1488
North Carolina,2016,3134,6806,0,127,85,27277,57804,2193,0,1519
North Carolina,2017,2754,6917,0,94,38,27053,55651,2113,0,1379
North Carolina,2018,2009,7413,0,118,38,27318,59693,2079,0,1526
North Carolina,2019,1492,7541,0,126,36,26678,59111,2073,0,1284
North Dakota,1969,1231,1800,0,0,0,3636,7504,0,0,7
North Dakota,1970,936,1457,0,0,0,3852,8573,0,0,7
North Dakota,1971,932,1177,0,0,0,3387,9340,0,0,7
North Dakota,1972,870,1341,0,0,0,3964,10178,0,0,7
North Dakota,1973,922,1071,0,0,0,3942,10109,0,0,7
North Dakota,1974,1682,1069,0,0,0,5863,11550,0,0,8
North Dakota,1975,1467,1024,0,0,0,5498,12435,0,0,8
North Dakota,1976,1233,865,0,0,0,5125,12201,0,0,9
North Dakota,1977,1797,582,0,0,0,4022,11233,0,0,10
North Dakota,1978,2791,592,0,0,0,4494,11845,0,0,10
North Dakota,1979,2011,2108,0,0,0,5760,12044,0,0,10
North Dakota,1980,1496,3739,0,0,0,7019,11599,0,0,59
North Dakota,1981,1832,2284,0,0,0,3566,9815,0,0,52
North Dakota,1982,2345,1225,0,0,23,3267,11656,0,0,58
North Dakota,1983,2623,2461,0,0,2,4112,10270,0,0,54
North Dakota,1984,2643,3023,0,0,1,3806,10449,0,0,67
North Dakota,1985,2019,2926,0,0,0,3818,10745,0,0,73
North Dakota,1986,1779,1923,0,0,2,3252,9475,0,0,82
North Dakota,1987,1055,1552,0,0,6,2624,8288,0,0,79
North Dakota,1988,1423,945,0,0,6,2181,10367,0,0,87
North Dakota,1989,1812,1261,3,0,3,2376,11129,0,0,203
North Dakota,1990,1500,1021,13,0,2,2016,10564,0,0,184
North Dakota,1991,1546,928,22,0,3,1932,11226,0,0,192
North Dakota,1992,1444,910,31,0,2,1981,10198,0,0,202
North Dakota,1993,1659,837,40,0,7,1560,11281,0,0,207
North Dakota,1994,1763,1019,50,0,5,1681,11408,0,0,198
North Dakota,1995,1485,861,59,0,7,1614,12226,0,0,200
North Dakota,1996,1931,1213,76,0,10,2013,12770,0,0,208
North Dakota,1997,1862,1497,85,0,3,2735,11414,0,0,196
North Dakota,1998,1499,1566,113,0,6,2589,10465,0,0,171
North Dakota,1999,1607,1361,113,0,4,2638,10474,0,0,180
North Dakota,2000,1697,1348,113,0,8,2787,11447,0,0,193
North Dakota,2001,1909,1522,126,0,14,3304,10760,0,0,195
North Dakota,2002,2070,824,137,0,7,2810,11710,0,0,200
North Dakota,2003,2409,1068,188,0,6,2615,11050,0,0,208
North Dakota,2004,3837,1047,212,0,11,1960,10693,0,0,203
North Dakota,2005,4332,821,249,0,16,2494,10260,0,0,58
North Dakota,2006,1684,867,266,0,18,2320,9767,0,0,54
North Dakota,2007,3750,926,282,0,7,2587,10769,0,0,57
North Dakota,2008,1776,1321,303,0,5,3362,11567,0,0,60
North Dakota,2009,1668,1142,349,0,8,2858,11591,0,0,65
North Dakota,2010,1577,2431,393,0,10,3617,10869,0,0,64
North Dakota,2011,1521,6105,503,0,5,7843,11774,0,0,62
North Dakota,2012,1266,5187,445,0,2,7165,11038,1,0,54
North Dakota,2013,1515,6484,445,0,4,9813,14147,1,0,63
North Dakota,2014,1279,6964,445,0,5,9090,15196,1,0,65
North Dakota,2015,1238,1763,445,0,4,4554,13385,0,0,76
North Dakota,2016,998,1255,445,0,5,4144,12846,0,0,113
North Dakota,2017,934,1879,445,0,2,4800,14027,0,0,107
North Dakota,2018,1005,1816,445,0,2,3685,15627,1,25,86
North Dakota,2019,934,1336,445,0,2,4028,17053,3,0,83
Nebraska,1969,640,862,0,0,394,4865,45949,0,0,21
Nebraska,1970,322,1148,0,0,413,4919,47199,0,0,19
Nebraska,1971,343,1107,0,0,491,4752,47639,0,0,19
Nebraska,1972,477,1266,0,0,579,5063,46188,0,0,20
Nebraska,1973,280,1229,0,0,585,4889,39170,0,0,20
Nebraska,1974,179,1064,0,0,448,4616,42603,0,0,21
Nebraska,1975,117,1014,0,0,405,4069,42966,0,0,23
Nebraska,1976,135,1478,0,0,467,5582,48543,0,0,25
Nebraska,1977,211,1333,0,0,410,5027,47027,0,0,27
Nebraska,1978,328,1556,0,0,314,4793,40750,0,0,27
Nebraska,1979,882,2664,0,0,28,4571,43393,0,0,29
Nebraska,1980,271,1053,0,0,119,2555,42497,0,0,142
Nebraska,1981,232,1976,0,0,57,3373,39768,0,0,124
Nebraska,1982,431,1737,0,0,79,3606,42204,0,0,140
Nebraska,1983,980,4845,0,0,36,6069,38368,0,0,130
Nebraska,1984,1565,5951,0,0,45,6746,41119,0,0,157
Nebraska,1985,203,4839,0,0,67,6061,38705,0,0,172
Nebraska,1986,64,2039,0,0,45,3120,36116,0,0,193
Nebraska,1987,64,2270,0,0,24,3423,33696,0,0,187
Nebraska,1988,641,1834,0,0,11,3022,38738,0,0,206
Nebraska,1989,84,1545,16,0,16,2886,36882,0,0,480
Nebraska,1990,68,1673,35,0,130,3063,35899,0,0,439
Nebraska,1991,204,1063,53,0,15,2171,39687,0,0,458
Nebraska,1992,106,1559,71,0,8,2711,33766,0,0,483
Nebraska,1993,89,1786,89,0,25,2420,33867,0,0,499
Nebraska,1994,130,1919,109,0,30,2531,38353,0,0,478
Nebraska,1995,159,941,128,0,23,1460,39218,0,0,483
Nebraska,1996,22,1341,165,0,23,1986,41116,0,0,501
Nebraska,1997,1821,960,185,0,15,1554,33777,0,0,474
Nebraska,1998,0,1290,246,0,16,2004,28992,0,0,414
Nebraska,1999,0,1273,246,0,8,1964,27547,0,0,436
Nebraska,2000,0,1151,246,0,6,3228,29039,0,0,466
Nebraska,2001,110,1415,274,0,15,3176,28260,0,0,489
Nebraska,2002,128,538,299,0,12,1848,28419,0,0,501
Nebraska,2003,104,1230,409,0,20,2849,28579,0,0,522
Nebraska,2004,65,1057,463,0,37,3004,30147,0,0,510
Nebraska,2005,74,1196,544,0,24,2085,27670,0,0,365
Nebraska,2006,109,1096,580,0,15,2199,28436,0,0,339
Nebraska,2007,104,1093,616,0,7,2198,30613,0,0,360
Nebraska,2008,0,1707,662,0,5,3022,35204,0,0,380
Nebraska,2009,0,1311,754,0,3,2252,32180,0,0,366
Nebraska,2010,0,1419,851,0,4,2228,32122,1,0,361
Nebraska,2011,0,1140,364,0,3,2083,32470,2,0,348
Nebraska,2012,0,1187,720,0,1,2102,27003,2,0,305
Nebraska,2013,0,1871,720,0,1,3041,33383,3,0,353
Nebraska,2014,0,1890,720,0,2,2965,33773,3,0,368
Nebraska,2015,0,1873,720,0,1,4410,31140,3,0,351
Nebraska,2016,0,1934,720,0,2,4314,28556,8,0,397
Nebraska,2017,0,1818,720,0,1,4103,30783,17,0,335
Nebraska,2018,0,2261,720,0,1,5005,37471,36,0,421
Nebraska,2019,0,2440,720,0,2,5300,37854,45,0,446
New Hampshire,1969,84,3656,0,0,135,5127,1651,0,0,51
New Hampshire,1970,82,3655,0,0,148,5128,2278,0,0,51
New Hampshire,1971,91,3861,0,0,145,5468,2548,0,0,51
New Hampshire,1972,78,4014,0,0,132,5779,2601,0,0,53
New Hampshire,1973,82,4021,0,0,95,5680,2345,0,0,49
New Hampshire,1974,77,3689,0,0,93,5166,2427,0,0,49
New Hampshire,1975,65,3456,0,0,85,5099,2645,0,0,60
New Hampshire,1976,64,4270,0,0,98,6077,2593,0,0,75
New Hampshire,1977,66,4007,0,0,83,5833,2587,0,0,90
New Hampshire,1978,59,4048,0,0,76,5912,3019,0,0,108
New Hampshire,1979,48,2611,0,0,45,3797,3504,0,0,124
New Hampshire,1980,54,6080,0,0,51,9871,4198,0,0,185
New Hampshire,1981,136,3103,0,0,23,7341,4472,0,0,163
New Hampshire,1982,224,3444,0,0,45,8628,4502,0,0,140
New Hampshire,1983,289,2356,0,0,31,5635,4530,0,0,171
New Hampshire,1984,244,2771,0,0,71,6853,4211,0,0,117
New Hampshire,1985,144,3580,0,0,233,6170,5089,0,0,127
New Hampshire,1986,225,5827,0,0,112,11375,4558,0,0,143
New Hampshire,1987,202,11146,0,0,207,15451,4734,0,0,126
New Hampshire,1988,222,7691,0,0,247,13572,5160,0,0,139
New Hampshire,1989,170,7682,0,0,307,13808,5473,0,0,324
New Hampshire,1990,242,8240,0,0,141,14787,5144,0,0,403
New Hampshire,1991,456,7686,0,0,121,13968,5064,0,0,420
New Hampshire,1992,325,7646,0,0,125,11775,5913,0,0,443
New Hampshire,1993,198,6978,0,0,196,11573,6203,0,0,571
New Hampshire,1994,170,8281,0,0,230,13427,6495,0,0,547
New Hampshire,1995,173,6569,0,0,248,11844,6580,0,0,552
New Hampshire,1996,172,7684,0,0,236,13249,7234,0,0,573
New Hampshire,1997,127,7712,0,0,329,13234,7570,0,0,507
New Hampshire,1998,104,7187,0,0,324,11726,6883,0,0,443
New Hampshire,1999,73,8348,0,0,237,11956,7276,0,0,466
New Hampshire,2000,92,11076,0,0,269,14613,8803,0,0,498
New Hampshire,2001,90,10158,0,0,302,13456,7803,0,0,425
New Hampshire,2002,89,9002,0,0,197,12412,9208,0,0,436
New Hampshire,2003,44,11685,0,0,244,16691,10060,0,0,454
New Hampshire,2004,45,10677,0,0,260,18974,9330,0,0,444
New Hampshire,2005,93,8947,0,0,351,19822,10043,0,0,533
New Hampshire,2006,94,6579,0,0,260,12728,8657,1,0,494
New Hampshire,2007,78,6434,0,0,222,12850,9594,1,0,525
New Hampshire,2008,0,5555,0,0,66,12574,10246,1,0,554
New Hampshire,2009,0,6033,0,0,78,11654,10274,1,0,1166
New Hampshire,2010,0,5664,0,0,73,10911,8677,3,0,1151
New Hampshire,2011,0,6235,0,0,60,12341,9220,8,0,1108
New Hampshire,2012,0,4492,0,0,19,11675,8392,25,0,971
New Hampshire,2013,0,4341,0,0,27,11404,9485,38,0,1125
New Hampshire,2014,0,5606,0,0,47,13316,9702,48,0,1172
New Hampshire,2015,0,5267,0,0,29,13985,9918,67,0,2038
New Hampshire,2016,0,4751,0,0,58,13463,8766,127,0,1802
New Hampshire,2017,0,4576,0,0,44,11732,9356,237,0,2056
New Hampshire,2018,0,4981,0,0,44,13298,10450,290,0,1899
New Hampshire,2019,0,5141,0,0,78,13413,10459,364,0,1951
New Jersey,1969,1719,63381,0,0,1634,139515,35787,0,0,174
New Jersey,1970,1557,64778,0,0,1694,142363,57408,0,0,189
New Jersey,1971,1722,64168,0,0,1901,132481,61796,0,0,187
New Jersey,1972,1473,69078,0,0,2111,134959,64531,0,0,194
New Jersey,1973,1858,69918,0,0,1753,137122,63500,0,0,189
New Jersey,1974,1583,61177,0,0,1328,118734,59714,0,0,196
New Jersey,1975,1239,60296,0,0,951,106388,55006,0,0,209
New Jersey,1976,1187,61744,0,0,1558,125782,93553,0,0,227
New Jersey,1977,1230,58493,0,0,2262,117251,55738,0,0,247
New Jersey,1978,1099,55309,0,0,2085,109603,49686,0,0,287
New Jersey,1979,895,42261,0,0,544,115083,54171,0,0,316
New Jersey,1980,1005,53399,0,0,221,124864,62458,0,0,799
New Jersey,1981,1930,44630,0,0,323,87857,77126,0,0,880
New Jersey,1982,1918,40952,0,0,544,73172,81158,0,0,727
New Jersey,1983,1731,41745,0,0,289,63683,81943,0,0,922
New Jersey,1984,711,49098,0,0,506,76848,85623,0,0,654
New Jersey,1985,1956,36673,0,0,439,61237,85315,0,0,714
New Jersey,1986,1146,57722,0,0,614,79952,88001,0,0,803
New Jersey,1987,587,51810,0,0,620,72156,96771,0,0,846
New Jersey,1988,487,52680,0,0,659,76144,103860,0,0,934
New Jersey,1989,320,52879,0,0,1494,70494,120327,17,0,2174
New Jersey,1990,262,47862,0,0,1008,62988,118405,19,0,1769
New Jersey,1991,228,44223,0,0,1087,60188,124266,22,0,1847
New Jersey,1992,304,43102,0,0,2207,58484,134251,23,0,1948
New Jersey,1993,158,34821,0,0,906,50029,134006,26,0,2060
New Jersey,1994,213,32262,0,0,3490,50666,137594,29,0,1973
New Jersey,1995,150,20178,0,0,3208,33253,143777,33,0,1991
New Jersey,1996,173,28774,0,0,1379,40438,156031,38,0,2068
New Jersey,1997,131,19823,0,0,4252,30986,174673,42,0,1428
New Jersey,1998,112,17814,0,0,6149,29340,152101,47,0,1247
New Jersey,1999,111,23982,0,0,7055,37175,170293,55,0,1311
New Jersey,2000,113,19436,0,0,6743,31711,164252,62,0,1403
New Jersey,2001,90,19749,0,0,7075,31803,136463,77,0,1390
New Jersey,2002,89,14045,0,0,2563,20456,151885,89,0,1424
New Jersey,2003,88,18299,0,0,1399,25328,165827,104,0,1482
New Jersey,2004,113,15592,0,0,1564,21819,175382,127,0,1449
New Jersey,2005,70,20352,0,0,1990,25987,176677,190,0,227
New Jersey,2006,49,12142,0,0,794,15915,158029,354,0,211
New Jersey,2007,57,19369,0,0,610,23489,174712,523,0,224
New Jersey,2008,0,14149,0,0,325,19331,174209,758,0,236
New Jersey,2009,0,12818,0,0,211,17404,185627,1339,0,1549
New Jersey,2010,0,11226,0,0,59,14315,186208,2465,0,1529
New Jersey,2011,0,14235,0,0,80,17106,196797,4415,0,1472
New Jersey,2012,0,10907,0,0,14,12884,179510,7976,0,1289
New Jersey,2013,0,11630,0,0,12,13814,179959,9169,0,1494
New Jersey,2014,0,12586,0,0,16,14856,211290,10697,0,1557
New Jersey,2015,0,10981,0,0,7,23151,171004,10715,0,471
New Jersey,2016,0,9336,0,0,35,21803,159826,8803,0,483
New Jersey,2017,0,8701,0,0,17,20765,155128,9313,0,437
New Jersey,2018,0,8341,0,0,35,20742,174055,9857,0,449
New Jersey,2019,0,9488,0,0,49,21725,161814,10358,0,385
New Mexico,1969,19,396,0,0,46,2632,31491,0,0,78
New Mexico,1970,8,663,0,0,43,2802,35777,0,0,76
New Mexico,1971,12,739,0,0,30,2749,36562,0,0,70
New Mexico,1972,0,802,0,0,37,3000,35248,0,0,64
New Mexico,1973,0,1198,0,0,86,3177,27541,0,0,59
New Mexico,1974,0,972,0,0,43,2842,27065,0,0,59
New Mexico,1975,0,1043,0,0,40,2656,24523,0,0,80
New Mexico,1976,0,1146,0,0,46,2753,35944,0,0,91
New Mexico,1977,0,1742,0,0,58,3487,27253,0,0,104
New Mexico,1978,0,1622,0,0,56,3179,27260,0,0,109
New Mexico,1979,60,1107,0,0,62,2800,28095,0,0,138
New Mexico,1980,688,772,0,0,3737,6122,25675,0,0,97
New Mexico,1981,82,3969,0,0,2982,8288,21549,0,0,127
New Mexico,1982,200,3252,0,0,868,5702,22838,0,0,124
New Mexico,1983,184,2835,0,0,6723,15107,23343,0,0,133
New Mexico,1984,128,2243,0,0,823,6676,24357,0,0,137
New Mexico,1985,124,1862,0,0,345,4629,18205,0,0,149
New Mexico,1986,77,1751,0,0,74,3300,22363,0,0,168
New Mexico,1987,83,2578,0,0,87,4188,21545,0,0,98
New Mexico,1988,47,2076,0,0,176,3649,33322,0,0,108
New Mexico,1989,145,2085,44,0,81,3849,29898,0,0,251
New Mexico,1990,75,2481,44,0,85,4703,25030,0,0,342
New Mexico,1991,122,2028,44,0,113,3900,26049,0,0,357
New Mexico,1992,146,1056,44,0,50,2578,29080,0,0,377
New Mexico,1993,159,1651,44,0,33,2474,29080,0,0,440
New Mexico,1994,150,1081,44,0,17,1858,24956,0,0,421
New Mexico,1995,134,1409,41,0,20,2267,24418,0,0,425
New Mexico,1996,136,1023,43,0,4,1858,27383,0,0,442
New Mexico,1997,135,983,41,0,16,2031,28017,0,0,607
New Mexico,1998,198,804,49,0,16,2290,26631,0,0,530
New Mexico,1999,133,1838,83,0,34,3733,26431,0,0,557
New Mexico,2000,135,1545,83,0,47,3450,26137,0,0,596
New Mexico,2001,84,2036,83,0,92,5303,26411,0,0,352
New Mexico,2002,83,1913,83,0,48,6084,24769,0,0,360
New Mexico,2003,66,2333,89,0,32,6880,24288,0,0,375
New Mexico,2004,69,2345,89,0,19,4607,26109,0,0,367
New Mexico,2005,69,3656,92,0,17,5317,24780,1,0,1445
New Mexico,2006,71,1749,86,0,14,4016,23904,1,0,1341
New Mexico,2007,65,1093,79,0,9,2760,25527,1,0,1424
New Mexico,2008,0,3461,60,0,1,5185,25888,2,0,1502
New Mexico,2009,0,1564,63,0,2,2967,25398,9,0,975
New Mexico,2010,0,1347,63,0,2,2943,25675,59,0,963
New Mexico,2011,0,1384,75,0,1,2752,25591,158,33,927
New Mexico,2012,0,1268,72,0,0,2943,25458,285,34,812
New Mexico,2013,0,1264,72,0,0,2798,27607,419,30,941
New Mexico,2014,0,1695,72,0,1,3253,26574,634,30,981
New Mexico,2015,0,1717,72,0,1,4789,25999,677,26,1289
New Mexico,2016,0,1498,72,0,1,4557,26048,591,26,1600
New Mexico,2017,0,997,72,0,0,4157,24591,696,25,1440
New Mexico,2018,0,730,72,0,0,4308,26852,739,27,1655
New Mexico,2019,0,1713,72,0,0,5559,30591,780,26,1889
Nevada,1969,134,740,0,0,51,1991,8680,0,0,19
Nevada,1970,696,937,0,0,57,2288,10423,0,0,19
Nevada,1971,379,1343,0,0,40,2823,11917,0,0,20
Nevada,1972,39,1178,0,0,34,2795,13991,0,0,20
Nevada,1973,43,1215,0,0,34,2649,14008,0,0,19
Nevada,1974,69,692,0,0,79,2087,14982,0,0,20
Nevada,1975,146,756,0,0,66,1836,15968,0,0,23
Nevada,1976,213,742,0,0,112,1780,19581,0,0,25
Nevada,1977,829,869,0,0,146,1864,18080,0,0,28
Nevada,1978,76,1149,0,0,159,2077,19998,0,0,32
Nevada,1979,69,604,0,0,34,1495,19003,0,0,38
Nevada,1980,71,2054,0,0,0,3006,10739,0,0,67
Nevada,1981,131,1935,0,0,102,3107,8937,0,0,87
Nevada,1982,96,447,0,0,34,1549,9049,0,0,85
Nevada,1983,58,2025,0,0,18,3517,12544,0,0,92
Nevada,1984,494,2374,0,0,21,4323,12717,0,0,98
Nevada,1985,37,1835,0,0,26,3351,12981,0,0,107
Nevada,1986,36,2912,0,0,26,4215,12143,0,0,120
Nevada,1987,36,3526,0,0,22,4786,13797,0,0,72
Nevada,1988,36,2466,0,0,47,3830,14822,0,0,79
Nevada,1989,36,2231,395,0,27,3870,15560,2,0,184
Nevada,1990,58,1813,409,0,20,3415,15540,2,0,281
Nevada,1991,38,1703,417,0,17,3155,17575,3,0,293
Nevada,1992,19,1976,424,0,23,3236,16633,3,0,309
Nevada,1993,38,5257,426,0,18,6198,18049,3,0,400
Nevada,1994,20,4752,437,0,14,5715,19212,3,0,383
Nevada,1995,20,4839,402,0,7,5614,19326,4,0,386
Nevada,1996,20,5746,424,0,9,6577,21237,4,0,401
Nevada,1997,21,1640,406,0,4,2519,22547,5,0,607
Nevada,1998,20,1795,493,0,12,2745,24435,5,0,530
Nevada,1999,4,2121,510,0,14,3477,23174,6,0,558
Nevada,2000,0,2333,521,0,11,3216,26352,7,0,597
Nevada,2001,17,1952,535,0,12,2760,23446,9,0,383
Nevada,2002,16,2080,544,0,4,3217,23443,10,0,393
Nevada,2003,16,1631,616,0,9,2146,24951,12,0,409
Nevada,2004,16,2165,638,0,9,2597,27729,15,0,400
Nevada,2005,17,2872,686,0,15,4125,27707,22,0,313
Nevada,2006,37,3022,665,0,31,4067,29095,25,0,290
Nevada,2007,4,1768,645,0,34,2875,29250,176,0,308
Nevada,2008,0,1742,599,0,18,2987,29886,180,0,325
Nevada,2009,0,1419,650,0,61,2464,30402,175,0,255
