State,Year,Consumption.Commercial.Coal,Consumption.Commercial.Distillate Fuel Oil,Consumption.Commercial.Geothermal,Consumption.Commercial.Hydropower,Consumption.Commercial.Kerosene,Consumption.Commercial.Petroleum,Consumption.Commercial.Natural Gas,Consumption.Commercial.Solar,Consumption.Commercial.Wind,Consumption.Commercial.Wood
Tennessee,1972,5786,3055,0,0,1784,9099,46645,0,0,273
Tennessee,1973,5670,3594,0,0,2039,10085,46921,0,0,257
Tennessee,1974,5392,3150,0,0,1722,9152,45544,0,0,271
Tennessee,1975,5353,3434,0,0,1467,9583,43805,0,0,319
Tennessee,1976,4151,5956,0,0,1732,12300,39353,0,0,371
Tennessee,1977,4016,5580,0,0,1663,11727,36216,0,0,423
Tennessee,1978,3853,5566,0,0,1571,11628,31783,0,0,484
Tennessee,1979,3510,5441,0,0,862,9980,44106,0,0,572
Tennessee,1980,4431,5910,0,0,590,10589,44753,0,0,482
Tennessee,1981,2812,6514,0,0,408,10709,43369,0,0,532
Tennessee,1982,3507,6493,0,0,754,11431,39626,0,0,694
Tennessee,1983,9911,11588,0,0,1080,17381,43890,0,0,557
Tennessee,1984,6057,14233,0,0,851,19752,47661,0,0,752
Tennessee,1985,3215,18666,0,0,948,23077,44875,0,0,820
Tennessee,1986,1469,8659,0,0,513,13360,43952,0,0,923
Tennessee,1987,1845,7444,0,0,719,11804,45557,0,0,885
Tennessee,1988,3648,6765,0,0,1371,12895,47273,0,0,977
Tennessee,1989,4244,4509,0,0,878,10194,49033,0,0,2275
Tennessee,1990,4315,4303,0,0,392,8871,45077,0,0,2006
Tennessee,1991,3542,3498,0,0,179,7707,47470,0,0,2094
Tennessee,1992,3125,6020,0,0,389,10456,47975,0,0,2209
Tennessee,1993,2287,5474,0,0,343,9055,52534,0,0,2091
Tennessee,1994,1932,5334,0,0,412,8092,52386,0,0,2002
Tennessee,1995,3191,4298,0,0,454,7004,52828,0,0,2021
Tennessee,1996,2439,5271,0,0,502,8762,60371,1,0,2099
Tennessee,1997,2919,4812,0,0,561,8215,56830,1,0,1360
Tennessee,1998,579,5523,0,0,697,8660,53976,1,0,1188
Tennessee,1999,2246,5583,0,0,296,8859,53996,1,0,1249
Tennessee,2000,2598,6272,0,0,597,10208,55344,1,0,1337
Tennessee,2001,3038,5443,0,0,510,8644,54970,1,0,1166
Tennessee,2002,1384,6017,0,0,267,9431,55434,1,0,1194
Tennessee,2003,2770,6394,0,0,306,9849,58444,1,0,1243
Tennessee,2004,1475,6231,0,0,243,9368,55993,2,0,1215
Tennessee,2005,738,4536,0,0,228,6919,56179,3,0,1844
Tennessee,2006,919,3773,0,0,157,6796,53512,13,0,1711
Tennessee,2007,1565,5509,0,0,137,7707,53017,12,0,1817
Tennessee,2008,2358,4195,0,0,51,6647,56105,11,0,1917
Tennessee,2009,2328,7017,0,0,56,8813,53331,10,0,1083
Tennessee,2010,2227,6865,0,0,50,8882,57501,25,0,1069
Tennessee,2011,1774,5942,0,0,42,8856,52937,30,0,1029
Tennessee,2012,1604,5856,0,0,17,7693,45611,51,0,901
Tennessee,2013,1636,3866,0,0,22,5929,54912,510,0,1045
Tennessee,2014,1526,5008,0,0,34,6955,59054,593,0,1088
Tennessee,2015,148,4769,0,0,14,13064,54934,581,0,1122
Tennessee,2016,0,4524,0,0,28,13389,51734,609,0,1206
Tennessee,2017,0,5434,0,0,20,14306,50988,624,0,993
Tennessee,2018,0,5423,0,0,21,14824,61136,634,0,1075
Tennessee,2019,0,5827,0,0,17,15133,58711,639,0,1083
Texas,1969,13,4103,0,0,20031,45873,146206,0,0,132
Texas,1970,11,4833,0,0,20431,45599,150034,0,0,121
Texas,1971,8,5371,0,0,17164,41770,146268,0,0,119
Texas,1972,8,8158,0,0,20021,48668,145228,0,0,120
Texas,1973,10,9061,0,0,29642,58778,159725,0,0,119
Texas,1974,13,9497,0,0,24836,54399,138678,0,0,129
Texas,1975,0,9720,0,0,23769,53378,120212,0,0,144
Texas,1976,0,11788,0,0,16283,52583,139342,0,0,156
Texas,1977,22,20183,0,0,21381,62344,163056,0,0,169
Texas,1978,0,22497,0,0,24022,68004,173241,0,0,167
Texas,1979,0,26021,0,0,57675,102903,240663,0,0,175
Texas,1980,12,16555,0,0,18433,74926,173712,0,0,321
Texas,1981,79,21786,0,0,38601,86940,162399,0,0,326
Texas,1982,109,28424,0,0,7360,56747,195394,0,0,589
Texas,1983,0,52145,0,0,66791,144024,162505,0,0,341
Texas,1984,0,41271,0,0,5974,66108,172245,0,0,574
Texas,1985,123,39480,0,0,1420,60399,157707,0,0,627
Texas,1986,269,23359,0,0,1003,43840,153242,0,0,705
Texas,1987,527,29853,0,0,464,53166,163134,0,0,1025
Texas,1988,862,20654,0,0,234,43659,182400,0,0,1131
Texas,1989,246,16047,18,0,2298,39339,189891,1,0,2633
Texas,1990,216,12958,38,0,140,32050,179596,1,0,2420
Texas,1991,225,12948,56,0,71,27157,188219,1,0,2526
Texas,1992,175,13625,75,0,387,25337,193919,2,0,2664
Texas,1993,94,11397,92,0,139,16234,180982,2,0,1952
Texas,1994,2,12887,113,0,167,17715,187938,2,0,1869
Texas,1995,0,15536,127,0,262,20144,218454,2,0,1887
Texas,1996,0,15595,160,0,213,19094,185095,3,0,1960
Texas,1997,2,14029,176,0,215,18781,222842,3,0,1815
Texas,1998,315,17876,232,0,297,23817,178049,3,0,1585
Texas,1999,119,16704,218,0,320,27453,178186,4,0,1667
Texas,2000,181,32919,218,0,273,45385,196820,4,0,1784
Texas,2001,386,21106,256,0,474,35430,175920,5,0,2069
Texas,2002,1075,13476,278,0,326,26396,233779,6,0,2119
Texas,2003,2350,15744,378,0,197,30041,224901,7,0,2206
Texas,2004,252,10452,427,0,195,19076,198860,8,0,2156
Texas,2005,284,15808,501,0,247,27069,164445,13,0,2937
Texas,2006,2,14041,533,0,417,24294,151233,25,0,2725
Texas,2007,0,14121,565,0,244,19030,165489,28,0,2895
Texas,2008,319,13192,607,0,215,23970,171573,31,0,3054
Texas,2009,375,19339,699,0,195,27963,171453,55,0,1725
Texas,2010,287,14405,788,0,130,25296,195021,121,0,1703
Texas,2011,300,26543,1008,0,107,35359,189642,233,0,1639
Texas,2012,280,24037,890,0,51,32704,165874,369,0,1436
Texas,2013,241,19735,890,0,28,29040,178090,505,0,1664
Texas,2014,225,18553,890,0,76,28265,191180,697,224,1734
Texas,2015,171,16657,890,0,42,51351,182097,928,286,415
Texas,2016,0,18778,890,0,66,51631,169242,1304,444,366
Texas,2017,0,14793,890,15,28,46772,169467,1224,387,295
Texas,2018,0,11466,890,11,28,46654,220208,1722,485,391
Texas,2019,0,13802,890,13,35,49407,203190,2191,480,388
Utah,1969,1801,3183,0,0,452,13821,8734,0,0,31
Utah,1970,1197,3037,0,0,262,10614,9549,0,0,33
Utah,1971,3023,4718,0,0,366,13029,7977,0,0,33
Utah,1972,2253,4932,0,0,408,12701,7441,0,0,32
Utah,1973,3088,6427,0,0,377,13997,8503,0,0,32
Utah,1974,5844,6852,0,0,187,15107,5529,0,0,32
Utah,1975,2181,7571,0,0,158,16760,5754,0,0,38
Utah,1976,3306,7136,0,0,142,16902,13916,0,0,40
Utah,1977,4688,7151,0,0,126,16145,9180,0,0,44
Utah,1978,4962,7190,0,0,112,14816,8064,0,0,54
Utah,1979,10130,4956,0,0,329,10701,6,0,0,69
Utah,1980,4340,5987,0,0,193,13842,360,0,0,94
Utah,1981,3719,1197,0,0,340,2694,370,0,0,123
Utah,1982,3420,2224,0,0,261,4021,20499,0,0,120
Utah,1983,3706,4578,0,0,47,7661,8597,0,0,128
Utah,1984,4855,3875,0,0,17,6312,9213,0,0,131
Utah,1985,4631,2820,0,0,105,4815,9143,0,0,143
Utah,1986,3417,4913,0,0,32,6814,4394,0,0,161
Utah,1987,2236,3824,0,0,103,6302,15996,0,0,94
Utah,1988,3524,3694,0,0,27,5636,19362,0,0,103
Utah,1989,4166,2521,137,0,23,3943,17965,0,0,240
Utah,1990,4945,2121,136,0,27,3882,17655,0,0,324
Utah,1991,5789,2203,136,0,48,3576,20697,0,0,338
Utah,1992,4223,2263,135,0,5,3384,17894,0,0,357
Utah,1993,2302,1873,135,0,20,2706,24426,0,0,424
Utah,1994,2074,2374,134,0,9,2906,28325,0,0,406
Utah,1995,1561,2225,132,0,6,2800,28537,0,0,410
Utah,1996,1926,2179,148,0,16,2843,30802,0,0,426
Utah,1997,2529,2362,150,0,20,3444,32449,0,0,592
Utah,1998,2368,3049,188,0,30,3475,32391,0,0,517
Utah,1999,2344,3448,158,0,20,4206,32056,0,0,543
Utah,2000,1213,2131,162,0,24,3439,32892,0,0,581
Utah,2001,1249,4051,163,0,44,6148,32543,0,0,350
Utah,2002,4108,3248,177,0,20,4513,35517,0,0,358
Utah,2003,1256,3160,221,0,26,4340,33067,0,0,373
Utah,2004,4525,2849,241,0,45,3967,32913,0,0,365
Utah,2005,972,1998,272,0,64,4348,36297,0,0,309
Utah,2006,761,2534,280,0,34,3828,35997,0,0,287
Utah,2007,478,2613,287,0,20,4231,36370,0,0,305
Utah,2008,0,2447,293,0,12,4337,39957,0,0,322
Utah,2009,0,3028,331,0,11,4405,38749,3,0,147
Utah,2010,0,2660,366,0,14,4062,40268,13,0,145
Utah,2011,0,3038,285,0,3,5290,42032,29,0,140
Utah,2012,0,3767,356,0,2,5028,36965,76,0,123
Utah,2013,0,3513,356,0,4,5546,43452,102,0,142
Utah,2014,0,3378,356,0,4,5598,39874,172,0,148
Utah,2015,0,2127,356,0,2,6056,37439,247,0,457
Utah,2016,0,3086,356,0,5,6505,40826,393,0,571
Utah,2017,0,2765,356,0,2,5914,43053,583,0,582
Utah,2018,0,2435,356,0,2,6215,44158,720,0,627
Utah,2019,0,2675,356,0,2,6515,49574,785,0,615
Virginia,1969,6037,10595,0,0,590,14698,27997,0,0,357
Virginia,1970,4938,12071,0,0,515,16344,30872,0,0,332
Virginia,1971,5226,11794,0,0,515,16710,35573,0,0,310
Virginia,1972,5392,11952,0,0,467,17719,35025,0,0,305
Virginia,1973,7167,12630,0,0,334,18825,38537,0,0,291
Virginia,1974,10794,11327,0,0,254,16919,36042,0,0,302
Virginia,1975,5297,11274,0,0,233,16762,32962,0,0,351
Virginia,1976,7429,11719,0,0,259,17557,35540,0,0,393
Virginia,1977,7308,12699,0,0,215,18820,35422,0,0,445
Virginia,1978,3912,11271,0,0,180,16661,43896,0,0,519
Virginia,1979,3698,16193,0,0,261,21500,34599,0,0,600
Virginia,1980,3722,9515,0,0,261,16523,39033,0,0,510
Virginia,1981,2616,8130,0,0,210,15307,36064,0,0,401
Virginia,1982,5000,8636,0,0,193,15654,39145,0,0,598
Virginia,1983,5279,15964,0,0,327,24844,39596,0,0,420
Virginia,1984,5786,18776,0,0,572,27984,36075,0,0,549
Virginia,1985,5256,16002,0,0,1212,24810,35300,0,0,598
Virginia,1986,4718,18375,0,0,817,29458,36868,0,0,673
Virginia,1987,6275,17300,0,0,1120,29825,40977,0,0,615
Virginia,1988,5715,17334,0,0,1532,26428,43732,0,0,679
Virginia,1989,3834,15228,3,0,1589,23562,45994,0,0,1581
Virginia,1990,4736,16400,22,0,790,23908,42788,0,0,1133
Virginia,1991,2864,14378,41,0,839,20829,45951,0,0,1182
Virginia,1992,3957,13240,59,0,719,20413,52751,0,0,1247
Virginia,1993,6353,15048,77,0,902,20912,55345,0,0,2210
Virginia,1994,6694,15952,98,0,571,21477,55031,0,0,2116
Virginia,1995,6198,15461,113,0,1561,22841,58697,0,0,2136
Virginia,1996,8728,19776,146,0,1573,27883,61590,0,0,2219
Virginia,1997,4039,17306,163,0,2108,25528,64602,0,0,2065
Virginia,1998,4043,18024,216,0,2456,25337,60837,0,0,1803
Virginia,1999,2887,16666,213,0,1799,24384,63836,0,0,1896
Virginia,2000,1935,19329,213,0,1567,28918,68386,0,0,2029
Virginia,2001,2883,17220,250,0,1291,25181,62090,0,0,1390
Virginia,2002,1703,14296,272,0,498,20009,64926,0,0,1424
Virginia,2003,2285,18884,372,0,1106,28565,66391,0,0,1482
Virginia,2004,2084,17611,421,0,1373,26658,66496,0,0,1449
Virginia,2005,2763,17338,494,0,1150,24449,68620,0,0,2440
Virginia,2006,600,15620,528,0,955,21523,64554,0,0,2264
Virginia,2007,1856,12080,560,0,917,18213,68912,1,0,2405
Virginia,2008,1986,8953,603,0,143,15300,69507,2,0,2537
Virginia,2009,2328,7701,694,0,157,13711,70099,2,0,2282
Virginia,2010,2238,8519,783,0,216,15134,70669,7,0,2253
Virginia,2011,2384,6656,1002,0,145,13432,65967,20,0,2169
Virginia,2012,1287,9858,885,0,61,15870,62327,76,0,1900
Virginia,2013,1337,7936,885,0,71,15554,70638,73,0,2202
Virginia,2014,1755,9208,885,0,118,17466,75749,103,0,2294
Virginia,2015,1331,9224,885,0,74,27575,72417,123,0,2082
Virginia,2016,880,8599,885,0,144,27474,70953,145,0,2258
Virginia,2017,942,8999,885,0,54,28069,71924,225,0,2002
Virginia,2018,723,10485,885,0,68,29676,78566,208,0,2069
Virginia,2019,592,10824,885,0,74,29628,75324,342,0,1764
Vermont,1969,309,4628,0,0,209,7120,411,0,0,40
Vermont,1970,301,4611,0,0,153,8006,550,0,0,39
Vermont,1971,333,4345,0,0,153,7833,617,0,0,39
Vermont,1972,284,4749,0,0,140,8423,629,0,0,41
Vermont,1973,300,4873,0,0,119,8339,569,0,0,37
Vermont,1974,282,4035,0,0,103,6506,591,0,0,37
Vermont,1975,239,3692,0,0,82,7065,777,0,0,47
Vermont,1976,233,4354,0,0,101,9155,758,0,0,60
Vermont,1977,242,3983,0,0,99,8429,766,0,0,72
Vermont,1978,216,4076,0,0,92,8128,895,0,0,87
Vermont,1979,176,3837,0,0,113,5575,1007,0,0,101
Vermont,1980,197,3611,0,0,249,6025,819,0,0,107
Vermont,1981,487,3225,0,0,147,5067,825,0,0,94
Vermont,1982,306,2950,0,0,147,4608,847,0,0,81
Vermont,1983,289,2463,0,0,50,3822,849,0,0,99
Vermont,1984,305,2897,0,0,82,4291,1455,0,0,68
Vermont,1985,875,3445,0,0,205,4863,1562,0,0,74
Vermont,1986,207,3490,0,0,340,5754,1666,0,0,83
Vermont,1987,202,4338,0,0,187,6403,1809,0,0,70
Vermont,1988,162,4606,0,0,360,6839,1922,0,0,77
Vermont,1989,86,4677,0,0,327,7367,2052,0,0,179
Vermont,1990,141,3897,0,0,71,6510,2013,0,0,217
Vermont,1991,104,4720,0,0,88,7464,2033,0,0,226
Vermont,1992,121,5525,0,0,80,8468,2309,0,0,239
Vermont,1993,119,4636,0,0,192,7653,2377,0,0,307
Vermont,1994,106,4983,0,0,108,7411,2658,0,0,294
Vermont,1995,64,4026,0,0,81,6326,2661,0,0,297
Vermont,1996,37,4629,0,0,76,7158,2867,0,0,309
Vermont,1997,55,4944,0,0,117,7543,3088,0,0,273
Vermont,1998,47,5459,0,0,179,8319,3015,0,0,238
Vermont,1999,48,5503,0,0,200,8115,2337,0,0,250
Vermont,2000,23,6053,0,0,132,8728,2627,0,0,268
Vermont,2001,45,5872,0,0,198,9250,2503,0,0,228
Vermont,2002,22,5035,0,0,91,8488,2480,1,0,234
Vermont,2003,22,5650,0,0,121,8770,2774,1,0,243
Vermont,2004,23,6028,0,0,191,9575,2734,1,0,238
Vermont,2005,23,4992,0,0,175,8077,2621,1,0,628
Vermont,2006,25,4713,0,0,147,7693,2376,1,0,583
Vermont,2007,30,4431,0,0,152,7631,2633,2,0,619
Vermont,2008,0,3245,0,0,33,6985,2508,2,0,653
Vermont,2009,0,4051,0,0,79,7663,2495,3,0,1207
Vermont,2010,0,3855,0,0,44,7133,2401,3,0,1191
Vermont,2011,0,3732,0,0,49,7319,2499,26,0,1306
Vermont,2012,0,3039,0,0,14,7045,2342,41,0,1195
Vermont,2013,0,3268,0,0,15,7377,4819,50,0,1359
Vermont,2014,0,3566,0,0,34,7800,4912,75,0,1424
Vermont,2015,0,4759,0,0,29,9760,6066,171,0,2347
Vermont,2016,0,3314,0,0,32,7577,6401,221,0,2345
Vermont,2017,0,3196,0,0,21,6173,6391,366,0,2429
Vermont,2018,0,3155,0,0,19,7433,7606,430,0,2513
Vermont,2019,0,3215,0,0,33,7056,7605,508,0,2281
Washington,1969,662,12530,0,0,10,17876,18230,0,0,193
Washington,1970,336,12952,0,0,82,18751,19507,0,0,180
Washington,1971,540,12821,0,0,104,18739,21746,0,0,174
Washington,1972,403,12257,0,0,71,18610,24533,0,0,169
Washington,1973,248,11522,0,0,56,17653,33982,0,0,155
Washington,1974,197,9003,0,0,163,15161,34782,0,0,157
Washington,1975,274,8848,0,0,145,13576,33331,0,0,194
Washington,1976,307,9137,0,0,194,13394,32950,0,0,212
Washington,1977,2140,10081,0,0,240,14875,31294,0,0,244
Washington,1978,3053,9859,0,0,253,14898,26536,0,0,272
Washington,1979,2266,8916,0,0,96,12463,34942,0,0,330
Washington,1980,2896,6250,0,0,102,12137,32358,0,0,242
Washington,1981,2279,4335,0,0,102,12137,30062,0,0,289
Washington,1982,3196,11593,0,0,102,20624,32179,0,0,248
Washington,1983,4206,10052,0,0,2100,19522,29963,0,0,303
Washington,1984,3863,11785,0,0,1259,24860,33828,0,0,370
Washington,1985,3949,24197,0,0,1167,32470,36877,0,0,403
Washington,1986,1511,14301,0,0,294,17506,32951,0,0,454
Washington,1987,904,11504,0,0,4567,18702,33434,0,0,687
Washington,1988,1995,14327,0,0,4927,22605,37625,0,0,758
Washington,1989,1572,10065,44,661,3690,16140,39745,0,0,1764
Washington,1990,1147,10862,63,885,81,13377,39831,0,0,1453
Washington,1991,1470,9338,82,821,98,11907,43033,0,0,1517
Washington,1992,1661,5419,100,655,68,7366,39049,0,0,1600
Washington,1993,2103,5834,116,608,75,7407,45288,0,0,2421
Washington,1994,1641,6494,137,578,89,8033,44828,0,0,2318
Washington,1995,1535,7355,157,853,79,9611,44364,0,0,2340
Washington,1996,476,5756,200,800,46,8369,49995,0,0,2431
Washington,1997,440,6327,222,809,73,9289,48963,0,0,2504
Washington,1998,325,4983,293,767,138,7736,47688,0,0,2187
Washington,1999,380,5530,318,834,67,9358,53458,0,0,2300
Washington,2000,462,5247,318,718,67,8885,52603,0,0,2461
Washington,2001,460,7006,318,592,122,10081,59149,0,0,4186
Washington,2002,476,6724,343,0,131,10783,47831,0,0,4287
Washington,2003,532,6396,459,537,163,8860,49105,0,0,4463
Washington,2004,487,4341,514,727,168,6372,49806,0,0,4363
Washington,2005,0,6042,598,493,273,8565,51214,0,0,1820
Washington,2006,1,5905,633,615,125,8556,52828,1,0,1689
Washington,2007,1,4532,667,449,57,7278,55052,2,0,1794
Washington,2008,0,7738,715,450,37,11550,57897,2,0,1893
Washington,2009,0,5879,811,442,33,9221,57378,2,0,2478
Washington,2010,0,8812,911,512,27,12106,53016,18,0,2447
Washington,2011,0,6761,407,0,20,9920,58135,30,0,2355
Washington,2012,0,6760,778,0,7,11594,54988,52,0,2063
Washington,2013,0,6773,778,0,8,11166,57655,58,0,2391
Washington,2014,0,7472,778,0,15,11953,56877,77,0,2491
Washington,2015,0,7469,778,0,8,18321,53112,92,0,3373
Washington,2016,0,7514,778,0,20,20074,55699,121,0,4461
Washington,2017,0,4248,778,0,10,16438,64894,174,0,4778
Washington,2018,0,7918,778,0,10,20954,61953,214,0,4189
Washington,2019,0,4295,778,0,17,17124,66198,264,0,4582
Wisconsin,1969,16003,11356,0,0,857,18202,53623,0,0,234
Wisconsin,1970,11984,11068,0,0,747,16431,55592,0,0,224
Wisconsin,1971,14607,11120,0,0,544,16029,48568,0,0,211
Wisconsin,1972,8925,11211,0,0,386,16306,44580,0,0,218
Wisconsin,1973,6428,11102,0,0,383,15928,55837,0,0,186
Wisconsin,1974,6929,10854,0,0,281,15418,66691,0,0,200
Wisconsin,1975,7674,10406,0,0,246,14670,68850,0,0,223
Wisconsin,1976,8860,11832,0,0,184,16890,58690,0,0,253
Wisconsin,1977,6586,11834,0,0,155,16948,62200,0,0,284
Wisconsin,1978,4538,12068,0,0,169,16775,78861,0,0,359
Wisconsin,1979,6018,11581,0,0,57,14800,81812,0,0,450
Wisconsin,1980,978,9796,0,0,323,12189,77727,0,0,548
Wisconsin,1981,785,6712,0,0,28,8584,68689,0,0,556
Wisconsin,1982,759,7446,0,0,737,10270,70530,0,0,538
Wisconsin,1983,938,21898,0,0,47,25070,68646,0,0,583
Wisconsin,1984,2448,26896,0,0,29,29925,70799,0,0,506
Wisconsin,1985,498,19185,0,0,99,22955,73534,0,0,552
Wisconsin,1986,629,10592,0,0,25,15194,55831,0,0,621
Wisconsin,1987,1725,11519,0,0,27,15451,58220,0,0,765
Wisconsin,1988,1486,11067,0,0,38,15898,67478,0,0,844
Wisconsin,1989,353,13683,0,0,36,19253,70436,0,0,1993
Wisconsin,1990,100,12397,0,119,49,17567,66731,0,0,1631
Wisconsin,1991,206,11387,0,119,50,16456,72012,0,0,1674
Wisconsin,1992,88,8965,0,118,58,14034,71954,0,0,1793
Wisconsin,1993,750,9040,0,41,61,13357,77925,0,0,1157
Wisconsin,1994,1095,6920,0,42,46,11185,79548,0,0,1103
Wisconsin,1995,2824,5717,0,42,56,9483,85812,0,0,1110
Wisconsin,1996,2315,5691,0,98,69,10706,95032,0,0,1538
Wisconsin,1997,3594,7316,0,84,42,11731,89683,0,0,1225
Wisconsin,1998,3127,8062,0,95,57,12805,82198,0,0,1100
Wisconsin,1999,3701,8422,0,52,39,13433,82646,1,0,908
Wisconsin,2000,3996,7823,0,42,54,12693,81942,1,0,904
Wisconsin,2001,4122,8339,0,41,121,13218,76744,1,0,1328
Wisconsin,2002,2713,7042,0,0,76,13541,86567,1,0,1357
Wisconsin,2003,3338,8490,0,55,153,15989,87950,1,0,1496
Wisconsin,2004,3343,7695,0,19,180,13816,82808,1,0,1439
Wisconsin,2005,7279,7202,0,74,170,12228,87244,2,0,4048
Wisconsin,2006,643,5193,0,0,140,8465,87286,3,0,3766
Wisconsin,2007,1225,5844,0,12,50,8854,90222,8,0,3996
Wisconsin,2008,4822,7305,0,0,35,11275,98496,24,0,4170
Wisconsin,2009,2950,5694,0,0,28,8839,92728,37,0,2877
Wisconsin,2010,3014,3820,0,6,25,7549,83024,56,0,2870
Wisconsin,2011,2675,4814,0,0,17,8229,88287,74,0,2752
Wisconsin,2012,811,4437,0,21,10,7318,78464,148,0,2395
Wisconsin,2013,869,3577,0,0,14,7113,102141,138,0,2789
Wisconsin,2014,713,4048,0,0,29,7853,110962,152,0,2894
Wisconsin,2015,536,4142,0,0,13,13349,94398,158,0,4288
Wisconsin,2016,567,4111,0,0,26,13267,92739,128,0,4449
Wisconsin,2017,529,4523,0,0,17,14393,94094,188,0,4493
Wisconsin,2018,534,3733,0,0,19,15218,104847,316,178,4465
Wisconsin,2019,535,3589,0,0,10,14817,106619,365,191,4214
West Virginia,1969,2775,644,0,0,87,1324,22352,0,0,115
West Virginia,1970,2024,534,0,0,78,1188,22307,0,0,108
West Virginia,1971,3059,765,0,0,91,1452,23776,0,0,104
West Virginia,1972,3509,1150,0,0,91,1882,27459,0,0,104
West Virginia,1973,3873,1114,0,0,71,1792,26658,0,0,95
West Virginia,1974,7016,1028,0,0,54,1670,25176,0,0,99
West Virginia,1975,3955,1240,0,0,50,1938,25719,0,0,113
West Virginia,1976,3222,1691,0,0,42,2450,21356,0,0,132
West Virginia,1977,3977,1999,0,0,51,2791,20378,0,0,152
West Virginia,1978,4933,1440,0,0,45,2194,23208,0,0,198
West Virginia,1979,5848,2777,0,0,193,3704,22867,0,0,240
West Virginia,1980,2965,1527,0,0,210,2677,22684,0,0,186
West Virginia,1981,4124,4138,0,0,91,5234,23080,0,0,147
West Virginia,1982,3898,1760,0,0,91,2748,21515,0,0,219
West Virginia,1983,4893,3100,0,0,348,5087,19485,0,0,154
West Virginia,1984,4322,3646,0,0,400,5570,19776,0,0,194
West Virginia,1985,1571,3924,0,0,729,6489,18379,0,0,212
West Virginia,1986,2178,4869,0,0,314,7142,17214,0,0,238
West Virginia,1987,2734,2998,0,0,339,5286,18037,0,0,204
West Virginia,1988,2181,2384,0,0,450,5821,24143,0,0,225
West Virginia,1989,2952,3204,0,0,431,6142,25051,0,0,524
West Virginia,1990,3574,3063,0,0,260,5817,22912,0,0,354
West Virginia,1991,1969,3486,0,0,365,5879,22581,0,0,370
West Virginia,1992,1780,2178,0,0,179,4236,26009,0,0,390
West Virginia,1993,2077,2713,0,0,207,3549,25968,0,0,659
West Virginia,1994,1833,2644,0,0,216,3402,26580,0,0,631
West Virginia,1995,1404,2076,0,0,208,2737,27454,0,0,637
West Virginia,1996,2368,1534,0,0,208,2247,29738,0,0,661
West Virginia,1997,2312,1838,0,0,289,2797,27677,0,0,585
West Virginia,1998,3716,2155,0,0,323,3009,26565,0,0,511
West Virginia,1999,3801,1849,4,0,364,2912,28807,0,0,537
West Virginia,2000,4960,2095,4,0,412,3239,27952,0,0,575
West Virginia,2001,1053,2362,4,0,359,3654,29617,0,0,399
West Virginia,2002,730,1894,4,0,365,2891,26271,0,0,409
West Virginia,2003,918,1354,4,0,523,2881,28446,0,0,426
West Virginia,2004,1240,1369,4,0,459,2833,26637,0,0,416
West Virginia,2005,1825,1341,4,0,359,2304,26778,0,0,1493
West Virginia,2006,556,954,4,0,233,2037,26279,0,0,1385
West Virginia,2007,1464,935,3,0,142,1843,24334,0,0,1471
West Virginia,2008,0,790,3,0,72,1812,27159,0,0,1552
West Virginia,2009,0,1557,3,0,53,2526,25717,0,0,2530
West Virginia,2010,0,1286,3,0,43,2291,26809,0,0,2498
West Virginia,2011,0,2402,3,0,18,3349,26120,5,0,2404
West Virginia,2012,0,2181,3,0,4,3107,24462,10,0,2106
West Virginia,2013,0,2215,3,0,17,3533,26112,10,0,2441
West Virginia,2014,0,2513,3,0,17,3346,26320,10,0,2543
West Virginia,2015,0,2657,3,0,23,5123,25315,12,0,1392
West Virginia,2016,0,2389,3,0,13,4966,24935,12,0,1511
West Virginia,2017,0,2086,3,0,10,4669,24293,19,0,1505
West Virginia,2018,0,2471,3,0,16,5171,27361,22,0,1458
West Virginia,2019,0,2600,3,0,20,6085,25615,34,0,1378
Wyoming,1969,225,183,0,0,1650,3906,13506,0,0,18
Wyoming,1970,185,175,0,0,835,3125,14349,0,0,18
Wyoming,1971,275,173,0,0,945,3330,14396,0,0,18
Wyoming,1972,427,185,0,0,896,3470,17705,0,0,17
Wyoming,1973,289,242,0,0,828,3280,13439,0,0,17
Wyoming,1974,425,256,0,0,423,2688,13203,0,0,17
Wyoming,1975,647,368,0,0,246,2823,9582,0,0,21
Wyoming,1976,862,365,0,0,7,2963,8701,0,0,22
Wyoming,1977,1682,425,0,0,11,2923,8221,0,0,25
Wyoming,1978,3188,495,0,0,11,3301,7406,0,0,33
Wyoming,1979,5177,545,0,0,193,2370,7633,0,0,42
Wyoming,1980,1477,2493,0,0,130,4211,5282,0,0,36
Wyoming,1981,1659,726,0,0,0,2335,4779,0,0,47
Wyoming,1982,2145,2044,0,0,85,4953,10121,0,0,46
Wyoming,1983,2157,1294,0,0,72,3290,9724,0,0,49
Wyoming,1984,2365,1095,0,0,15,2256,9931,0,0,50
Wyoming,1985,1441,2293,0,0,37,3795,9605,0,0,55
Wyoming,1986,1345,2110,0,0,6,4498,8448,0,0,61
Wyoming,1987,1379,1419,0,0,13,3808,8925,0,0,33
Wyoming,1988,1936,1427,0,0,22,3758,9162,0,0,36
Wyoming,1989,1886,1370,622,0,11,2525,9022,0,0,85
Wyoming,1990,2076,1271,622,0,5,2335,9276,0,0,110
Wyoming,1991,2627,1128,622,0,17,2419,9647,0,0,115
Wyoming,1992,1543,1068,622,0,1,2171,8473,0,0,121
Wyoming,1993,2844,1094,622,0,1,1751,10843,0,0,137
